1991138.0,835381.0,878653.0,726305.0,850976.0,138616.0,790847.0,296388.0,847989.0,748905.0,182842.0,355159.0,708862.0,282992.0,358215.0,357818.0,c1_p1
2013929.0,863153.0,886725.0,752402.0,896271.0,192604.0,791922.0,370066.0,865768.0,747825.0,237923.0,431732.0,759211.0,360235.0,443166.0,485826.0,c1_p1
1416007.0,630537.0,756012.0,716619.0,639368.0,190603.0,671234.0,438116.0,749070.0,660320.0,211912.0,403405.0,717535.0,434090.0,407055.0,615831.0,c1_p1
1826949.0,875991.0,841100.0,814495.0,817306.0,156172.0,752505.0,322171.0,848495.0,803752.0,195964.0,406195.0,771137.0,325481.0,385361.0,401622.0,c1_p1
1785905.0,773182.0,785242.0,692573.0,803280.0,223783.0,703863.0,417435.0,780860.0,673658.0,243383.0,444140.0,712804.0,412560.0,456917.0,623790.0,c1_p1
1941340.0,883493.0,854277.0,792528.0,814231.0,167277.0,715653.0,330398.0,849439.0,763106.0,208036.0,409014.0,731206.0,329486.0,383966.0,425310.0,c1_p1
1015679.0,641985.0,637391.0,745021.0,641346.0,146441.0,727420.0,333967.0,627376.0,717946.0,162381.0,369291.0,728835.0,329515.0,367767.0,339186.0,c1_p1
1797108.0,767328.0,800280.0,686590.0,799732.0,218375.0,762102.0,430238.0,808175.0,736292.0,239079.0,449291.0,713549.0,432025.0,464778.0,650348.0,c1_p1
1802089.0,854416.0,979166.0,813251.0,820012.0,139089.0,1037546.0,354690.0,947870.0,1074079.0,179334.0,389270.0,755738.0,345732.0,376597.0,390095.0,c1_p1
1906076.0,822181.0,888351.0,810012.0,831999.0,248363.0,751735.0,494078.0,876011.0,731216.0,269620.0,493650.0,805994.0,485348.0,497095.0,722821.0,c1_p1
1951359.0,870891.0,979654.0,800363.0,818269.0,148902.0,871823.0,342465.0,975608.0,925308.0,206059.0,403819.0,754290.0,344454.0,384229.0,405007.0,c1_p1
1570855.0,707564.0,788481.0,645639.0,724545.0,207825.0,833306.0,448907.0,788117.0,814801.0,227705.0,440599.0,656788.0,448781.0,449231.0,650711.0,c1_p1
1991104.0,859336.0,877014.0,756449.0,888220.0,231948.0,795326.0,438784.0,865510.0,757337.0,263430.0,481102.0,770423.0,430565.0,493505.0,638859.0,c1_p1
2011835.0,874707.0,886840.0,766329.0,906794.0,250707.0,811562.0,466020.0,877754.0,774725.0,275060.0,500834.0,785084.0,460299.0,515831.0,689659.0,c1_p1
1696982.0,724874.0,816713.0,749447.0,735812.0,222743.0,678595.0,453514.0,808871.0,663664.0,242135.0,437991.0,745666.0,446829.0,439612.0,645932.0,c1_p1
665539.0,438533.0,468320.0,483919.0,429379.0,110432.0,672615.0,299860.0,467424.0,679808.0,128307.0,315517.0,469937.0,295947.0,309210.0,334205.0,c1_p1
1413059.0,690139.0,812034.0,1066449.0,712216.0,174991.0,718297.0,500113.0,799742.0,689974.0,185781.0,448090.0,1082727.0,491775.0,461666.0,671846.0,c1_p1
1695507.0,761981.0,886853.0,999219.0,791670.0,223065.0,715257.0,519744.0,875630.0,685418.0,238899.0,477892.0,1015685.0,511787.0,492067.0,719512.0,c1_p1
1420744.0,704469.0,855671.0,891830.0,714455.0,194080.0,976851.0,556322.0,862112.0,960793.0,206698.0,485947.0,910554.0,560750.0,494276.0,714578.0,c1_p1
1994819.0,862420.0,927630.0,782904.0,864349.0,279293.0,885368.0,561825.0,912583.0,870889.0,288843.0,539056.0,770522.0,551069.0,539980.0,860726.0,c1_p1
808704.0,550274.0,543822.0,580870.0,561855.0,99421.0,754967.0,246561.0,531800.0,730390.0,117499.0,288637.0,580714.0,241380.0,293897.0,230284.0,c1_p1
1524465.0,852378.0,891576.0,812582.0,864076.0,183143.0,1033855.0,398205.0,886819.0,1008845.0,215756.0,437548.0,823284.0,394362.0,442988.0,414943.0,c1_p1
1046237.0,667184.0,721982.0,898879.0,677979.0,139968.0,778122.0,352980.0,719843.0,764856.0,159189.0,367718.0,897361.0,351563.0,371783.0,338084.0,c1_p1
980774.0,595662.0,651810.0,686472.0,596722.0,126836.0,709644.0,295850.0,645486.0,700017.0,152693.0,321901.0,676440.0,292074.0,321234.0,285755.0,c1_p1
1603906.0,782412.0,862905.0,931715.0,790033.0,213396.0,839986.0,517666.0,865046.0,836577.0,219436.0,481895.0,934912.0,518804.0,486249.0,701617.0,c1_p1
1142954.0,762869.0,861311.0,959521.0,786053.0,134769.0,1210111.0,415198.0,874606.0,1202640.0,147027.0,391910.0,965054.0,418798.0,399202.0,366417.0,c1_p1
936207.0,594266.0,672591.0,699961.0,607046.0,127324.0,795401.0,317058.0,666112.0,785460.0,164536.0,356008.0,706186.0,315527.0,360236.0,320354.0,c1_p1
870614.0,639768.0,715295.0,736607.0,668479.0,106978.0,1202207.0,317666.0,710188.0,1158662.0,127026.0,334033.0,759451.0,317373.0,343435.0,250193.0,c1_p1
744449.0,505487.0,543718.0,531586.0,492587.0,104111.0,851589.0,286544.0,537580.0,857425.0,125858.0,312393.0,511165.0,283988.0,305555.0,291185.0,c1_p1
1048711.0,633595.0,644140.0,563782.0,643631.0,131533.0,992543.0,321786.0,635556.0,973643.0,145190.0,344040.0,565070.0,317862.0,347391.0,330807.0,c1_p1
